tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,sets_num,tourney_month_name,tourney_month_num
2015-506,Buenos Aires,Clay,28,A,2015-02-23,8,104338,0,D,Juan Monaco,R,185,ARG,30.9,60.0,815,104216,0,D,Maximo Gonzalez,R,175,ARG,32.0,94.0,564,6-2 6-2,3,R32,69.0,2,0,47,35,24,6,8,3,5,0,0,49,34,15,5,8,5,11,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,9,105819,0,WC,Guido Andreozzi,R,188,ARG,23.6,36.0,246,105120,0,Q,Andres Molteni,R,188,ARG,27.0,60.0,169,6-2 6-2,3,R32,71.0,3,2,53,33,25,11,8,3,3,1,1,47,28,17,7,8,3,7,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,10,104597,0,D,Nicolas Almagro,R,183,ESP,29.5,89.0,575,104665,7,D,Pablo Andujar,R,180,ESP,29.0,67.0,760,6-3 3-6 6-2,3,R32,95.0,5,2,63,42,32,15,13,1,3,1,3,83,64,39,9,13,3,7,3,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,11,105077,0,D,Albert Ramos,L,188,ESP,27.1,68.0,730,104547,0,WC,Horacio Zeballos,L,188,ARG,30.0,125.0,441,6-4 6-1,3,R32,72.0,2,2,42,29,26,7,8,0,0,2,1,60,38,25,8,9,4,8,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,12,105952,0,WC,Renzo Olivo,R,188,ARG,22.9,36.0,269,103813,0,D,Jarkko Nieminen,L,185,FIN,34.0,70.0,693,7-6(3) 5-7 6-0,3,R32,131.0,5,11,84,45,38,21,15,1,3,4,4,112,73,48,15,15,9,13,3,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,13,104745,1,D,Rafael Nadal,L,185,ESP,28.7,4.0,5425,106032,0,Q,Facundo Arguello,R,188,ARG,23.0,146.0,363,6-4 6-0,3,R16,65.0,2,0,42,30,23,7,8,2,3,2,3,47,33,15,5,8,3,8,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,14,105643,0,D,Federico Delbonis,L,190,ARG,24.4,59.0,816,103893,0,D,Paolo Lorenzi,R,183,ITA,33.0,66.0,762,6-4 6-2,3,R16,78.0,0,1,51,29,21,13,9,1,3,0,2,55,35,20,5,9,5,10,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,15,104122,0,D,Carlos Berlocq,R,183,ARG,32.1,74.0,670,104926,4,D,Fabio Fognini,R,178,ITA,28.0,22.0,1530,6-3 6-0,3,R16,56.0,4,0,37,24,20,7,7,0,1,0,1,45,23,11,7,8,3,9,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,16,105641,0,D,Blaz Rola,L,188,SLO,24.4,85.0,602,105487,0,Q,Facundo Bagnis,L,188,ARG,25.0,128.0,431,6-2 6-1,3,R16,65.0,0,0,62,44,29,12,8,3,3,0,5,42,23,12,7,7,4,8,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,17,104338,0,D,Juan Monaco,R,185,ARG,30.9,60.0,815,104919,5,D,Leonardo Mayer,R,188,ARG,28.0,29.0,1264,6-4 6-4,3,R16,101.0,0,1,66,56,39,5,10,6,7,3,2,68,44,26,11,10,5,8,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,18,104655,3,D,Pablo Cuevas,R,180,URU,29.1,24.0,1492,105819,0,WC,Guido Andreozzi,R,188,ARG,24.0,194.0,246,7-6(4) 6-1,3,R16,84.0,7,2,72,48,39,10,10,3,4,1,2,55,35,22,11,9,4,7,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,19,104597,0,D,Nicolas Almagro,R,183,ESP,29.5,89.0,575,105077,0,D,Albert Ramos,L,188,ESP,27.0,68.0,730,6-3 6-4,3,R16,87.0,7,2,63,42,32,12,10,2,2,0,1,64,39,27,12,9,6,8,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,20,103990,2,D,Tommy Robredo,R,180,ESP,32.8,18.0,1755,105952,0,WC,Renzo Olivo,R,188,ARG,23.0,186.0,269,6-1 6-2,3,R16,66.0,2,1,54,37,29,9,8,2,2,0,5,52,34,18,7,7,3,7,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,21,104745,1,D,Rafael Nadal,L,185,ESP,28.7,4.0,5425,105643,0,D,Federico Delbonis,L,190,ARG,24.0,59.0,816,6-1 6-1,3,QF,62.0,0,2,38,24,20,9,7,0,0,0,2,46,29,15,5,7,4,9,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,22,104122,0,D,Carlos Berlocq,R,183,ARG,32.1,74.0,670,105641,0,D,Blaz Rola,L,188,SLO,24.0,85.0,602,6-1 6-3,3,QF,79.0,2,0,49,36,23,8,8,2,4,1,2,57,42,19,6,8,5,11,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,23,104338,0,D,Juan Monaco,R,185,ARG,30.9,60.0,815,104655,3,D,Pablo Cuevas,R,180,URU,29.0,24.0,1492,7-6(1) 6-7(4) 6-4,3,QF,158.0,5,0,105,80,51,16,17,5,9,8,4,115,69,46,22,17,6,11,3,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,24,104597,0,D,Nicolas Almagro,R,183,ESP,29.5,89.0,575,103990,2,D,Tommy Robredo,R,180,ESP,33.0,18.0,1755,6-3 6-2,3,QF,61.0,3,1,56,39,32,9,9,2,2,2,1,42,28,18,7,8,1,4,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,25,104745,1,D,Rafael Nadal,L,185,ESP,28.7,4.0,5425,104122,0,D,Carlos Berlocq,R,183,ARG,32.0,74.0,670,7-6(7) 6-2,3,SF,113.0,1,1,72,45,32,16,10,3,4,3,1,71,49,35,8,10,6,9,2,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,26,104338,0,D,Juan Monaco,R,185,ARG,30.9,60.0,815,104597,0,D,Nicolas Almagro,R,183,ESP,30.0,89.0,575,6-3 6-7(6) 6-4,3,SF,148.0,2,1,110,86,53,12,15,12,15,7,5,102,51,37,21,16,4,10,3,February,2
2015-506,Buenos Aires,Clay,28,A,2015-02-23,27,104745,1,D,Rafael Nadal,L,185,ESP,28.7,4.0,5425,104338,0,D,Juan Monaco,R,185,ARG,31.0,60.0,815,6-4 6-1,3,F,87.0,1,0,49,38,30,4,8,0,0,0,0,60,45,26,6,9,5,9,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,1,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13045,105577,0,D,Vasek Pospisil,R,193,CAN,25.0,63.0,785,6-4 6-4,3,R32,78.0,5,2,56,28,22,17,10,2,3,2,6,62,32,26,10,10,1,4,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,2,104979,0,D,Andrey Golubev,R,185,KAZ,27.6,107.0,521,104802,0,Q,Fabrice Martin,R,188,FRA,28.0,60.0,125,7-5 6-4,3,R32,87.0,2,6,78,48,32,16,11,2,4,0,1,59,32,22,12,11,0,4,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,3,104947,0,Q,Marsel Ilhan,R,190,TUR,27.7,104.0,538,100644,0,WC,Alexander Zverev,R,188,GER,18.0,136.0,407,6-1 7-6(4),3,R32,76.0,7,2,66,36,31,15,10,0,1,6,1,54,32,22,11,9,4,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,4,103852,6,D,Feliciano Lopez,L,188,ESP,33.4,13.0,2325,104868,0,Q,James Ward,R,190,GBR,28.0,108.0,519,6-4 6-4,3,R32,91.0,13,7,82,46,35,17,10,8,8,7,5,63,32,22,16,10,7,9,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,5,104607,4,D,Tomas Berdych,R,196,CZE,29.4,8.0,4460,104871,0,D,Jeremy Chardy,R,188,FRA,28.0,34.0,1150,7-6(2) 6-4,3,R32,93.0,5,1,62,35,29,15,11,2,4,12,6,80,51,40,7,11,3,6,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,6,104620,0,D,Simone Bolelli,R,183,ITA,29.4,52.0,891,106298,0,Q,Lucas Pouille,R,188,FRA,21.0,112.0,490,6-3 6-3,3,R32,57.0,3,2,48,30,23,14,9,1,1,4,3,48,28,19,10,9,1,4,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,7,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.1,53.0,874,104586,0,D,Lukas Rosol,R,196,CZE,30.0,30.0,1245,4-6 6-1 6-4,3,R32,102.0,6,2,82,53,41,16,14,6,7,2,7,98,53,37,22,13,7,10,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,8,104797,0,D,Denis Istomin,R,188,UZB,28.5,65.0,770,105208,5,D,Ernests Gulbis,R,190,LAT,26.0,14.0,2125,7-5 6-2,3,R32,93.0,8,0,62,36,27,14,10,3,5,5,11,74,41,27,10,10,5,10,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,9,104571,0,WC,Marcos Baghdatis,R,183,CYP,29.7,62.0,788,105676,8,D,David Goffin,R,163,BEL,24.0,21.0,1659,6-2 7-5,3,R32,71.0,4,9,60,28,22,12,10,4,7,2,3,57,24,15,13,10,1,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,10,106432,0,LL,Borna Coric,R,188,CRO,18.3,84.0,604,104291,0,D,Malek Jaziri,R,185,TUN,31.0,72.0,672,5-7 6-3 6-3,3,R32,111.0,8,2,89,49,37,23,15,3,5,3,3,85,51,31,22,15,4,8,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,11,105311,0,D,Joao Sousa,R,188,POR,25.9,50.0,902,104945,0,WC,James Mcgee,R,188,IRL,28.0,60.0,230,6-1 6-2,3,R32,65.0,2,1,59,41,27,10,8,2,3,1,3,43,26,15,4,7,5,10,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,12,104918,3,D,Andy Murray,R,190,GBR,27.8,3.0,5460,104180,0,D,Gilles Muller,L,193,LUX,32.0,35.0,1146,6-4 7-5,3,R32,105.0,9,6,71,45,36,13,11,3,4,11,3,85,51,36,13,11,5,8,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,13,105138,7,D,Roberto Bautista Agut,R,188,ESP,26.9,17.0,2020,106233,0,D,Dominic Thiem,R,188,AUT,21.0,47.0,942,6-3 6-2,3,R32,51.0,0,3,46,34,29,7,9,0,0,0,2,43,22,16,10,8,0,3,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,14,104755,0,D,Richard Gasquet,R,185,FRA,28.7,27.0,1365,104312,0,D,Andreas Seppi,R,190,ITA,31.0,36.0,1145,6-4 6-7(1) 6-4,3,R32,142.0,5,2,99,55,41,23,16,1,4,8,4,96,44,30,31,16,4,9,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,15,104269,0,D,Fernando Verdasco,L,188,ESP,31.3,31.0,1225,104198,0,D,Guillermo Garcia Lopez,R,188,ESP,32.0,26.0,1405,7-5 6-1,3,R32,81.0,7,3,61,41,32,11,10,4,5,2,4,57,31,16,13,9,4,8,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,16,103819,2,D,Roger Federer,R,185,SUI,33.5,2.0,9205,104022,0,D,Mikhail Youzhny,R,183,RUS,33.0,55.0,860,6-3 6-1,3,R32,56.0,8,2,49,31,26,9,8,0,0,0,3,45,20,9,14,8,3,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,17,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13045,104979,0,D,Andrey Golubev,R,185,KAZ,28.0,107.0,521,6-1 6-2,3,R16,60.0,1,0,43,28,21,11,8,0,0,2,1,49,27,16,7,7,6,10,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,18,104947,0,Q,Marsel Ilhan,R,190,TUR,27.7,104.0,538,103852,6,D,Feliciano Lopez,L,188,ESP,33.0,13.0,2325,3-6 7-5 6-3,3,R16,117.0,8,1,103,64,45,23,15,11,12,16,6,93,43,32,31,15,7,9,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,19,104607,4,D,Tomas Berdych,R,196,CZE,29.4,8.0,4460,104620,0,D,Simone Bolelli,R,183,ITA,29.0,52.0,891,7-6(7) 5-7 6-0,3,R16,144.0,12,1,90,52,40,27,15,5,6,5,2,109,80,50,16,15,4,7,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,20,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.1,53.0,874,104797,0,D,Denis Istomin,R,188,UZB,28.0,65.0,770,6-4 3-6 6-4,3,R16,102.0,8,2,86,51,37,19,14,4,6,7,2,84,50,38,18,15,5,8,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,21,106432,0,LL,Borna Coric,R,188,CRO,18.3,84.0,604,104571,0,WC,Marcos Baghdatis,R,183,CYP,30.0,62.0,788,6-4 3-6 6-6 RET,3,R16,176.0,1,5,110,56,37,21,15,6,12,5,6,117,54,37,26,16,7,13,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,22,104918,3,D,Andy Murray,R,190,GBR,27.8,3.0,5460,105311,0,D,Joao Sousa,R,188,POR,26.0,50.0,902,6-0 6-2,3,R16,58.0,5,2,36,24,20,8,7,0,0,1,3,50,26,15,7,7,4,9,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,23,104755,0,D,Richard Gasquet,R,185,FRA,28.7,27.0,1365,105138,7,D,Roberto Bautista Agut,R,188,ESP,27.0,17.0,2020,6-4 3-6 7-6(6),3,R16,141.0,4,3,93,55,42,20,15,4,7,11,4,114,77,51,21,16,9,12,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,24,103819,2,D,Roger Federer,R,185,SUI,33.5,2.0,9205,104269,0,D,Fernando Verdasco,L,188,ESP,31.0,31.0,1225,6-4 6-3,3,R16,60.0,4,0,40,28,24,7,9,0,2,5,3,53,28,17,10,10,2,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,25,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13045,104947,0,Q,Marsel Ilhan,R,190,TUR,28.0,104.0,538,6-1 6-1,3,QF,49.0,7,1,42,27,23,8,7,3,3,3,1,41,24,15,2,7,2,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,26,104607,4,D,Tomas Berdych,R,196,CZE,29.4,8.0,4460,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.0,53.0,874,6-3 4-6 6-2,3,QF,102.0,9,0,77,43,35,21,14,3,5,0,3,76,49,33,11,13,4,8,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,27,106432,0,LL,Borna Coric,R,188,CRO,18.3,84.0,604,104918,3,D,Andy Murray,R,190,GBR,28.0,3.0,5460,6-1 6-3,3,QF,79.0,0,1,37,18,16,16,8,0,0,3,3,67,37,22,11,8,4,8,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,28,103819,2,D,Roger Federer,R,185,SUI,33.5,2.0,9205,104755,0,D,Richard Gasquet,R,185,FRA,29.0,27.0,1365,6-1 RET,3,QF,21.0,3,0,12,8,8,4,3,0,0,0,2,25,16,9,2,4,1,4,1,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,29,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13045,104607,4,D,Tomas Berdych,R,196,CZE,29.0,8.0,4460,6-0 5-7 6-4,3,SF,124.0,4,1,85,54,39,14,14,2,5,4,0,78,42,25,17,14,4,10,3,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,30,103819,2,D,Roger Federer,R,185,SUI,33.5,2.0,9205,106432,0,LL,Borna Coric,R,188,CRO,18.0,84.0,604,6-2 6-1,3,SF,56.0,3,3,49,32,23,7,8,2,3,2,3,40,25,12,3,7,2,7,2,February,2
2015-495,Dubai,Hard,32,A,2015-02-23,31,103819,2,D,Roger Federer,R,185,SUI,33.5,2.0,9205,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13045,6-3 7-5,3,F,84.0,12,1,79,51,41,11,11,7,7,1,2,62,39,27,12,10,0,2,2,February,2
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,1,104571,0,D,Marcos Baghdatis,R,183,CYP,29.7,61.0,788,106210,0,D,Jiri Vesely,L,188,CZE,22.0,45.0,958,6-3 1-1 RET,3,R128,49.0,3,3,36,15,9,10,6,2,4,1,2,27,22,10,2,5,1,4,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,2,105077,0,D,Albert Ramos,L,188,ESP,27.1,68.0,730,104678,0,D,Viktor Troicki,R,193,SRB,29.0,39.0,1097,6-4 6-4,3,R128,89.0,2,2,58,31,25,18,10,3,3,5,1,55,22,17,21,10,3,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,3,103781,0,Q,Jurgen Melzer,L,183,AUT,33.8,86.0,594,106261,0,Q,Dennis Novikov,R,188,USA,21.0,60.0,198,6-4 6-4,3,R128,82.0,7,6,64,47,38,7,10,2,3,3,3,72,34,22,18,10,4,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,4,105643,0,D,Federico Delbonis,L,190,ARG,24.4,79.0,635,105583,0,D,Dusan Lajovic,R,180,SRB,25.0,71.0,685,6-4 6-3,3,R128,70.0,3,1,55,35,27,10,9,2,3,3,2,65,39,23,12,10,4,8,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,5,104338,0,D,Juan Monaco,R,185,ARG,30.9,48.0,920,104559,0,D,Teymuraz Gabashvili,R,188,RUS,30.0,78.0,640,6-2 3-6 6-3,3,R128,123.0,5,0,92,66,41,14,13,10,14,6,3,89,51,35,11,13,5,11,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,6,106423,0,WC,Thanasi Kokkinakis,R,188,AUS,18.9,124.0,448,105526,0,D,Jan Lennard Struff,R,188,GER,25.0,73.0,669,7-6(3) 6-3,3,R128,88.0,10,2,67,47,37,13,11,3,3,3,4,66,36,33,11,10,1,2,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,7,106432,0,Q,Borna Coric,R,188,CRO,18.3,60.0,796,104890,0,D,Andreas Haider Maurer,R,190,AUT,28.0,56.0,863,6-4 6-4,3,R128,86.0,5,1,53,34,29,12,10,2,2,1,2,58,26,18,16,10,4,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,8,104471,0,D,Ivan Dodig,R,183,CRO,30.2,96.0,560,105311,0,D,Joao Sousa,R,188,POR,26.0,52.0,902,6-3 7-5,3,R128,88.0,10,4,56,29,25,14,10,0,1,1,3,66,32,23,14,11,1,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,9,105577,0,D,Vasek Pospisil,R,193,CAN,24.7,62.0,785,105062,0,D,Mikhail Kukushkin,R,183,KAZ,27.0,54.0,887,6-4 4-2 RET,3,R128,63.0,9,0,47,33,31,6,8,2,2,0,1,46,32,18,12,8,4,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,10,105065,0,WC,Tim Smyczek,R,175,USA,27.2,83.0,613,103794,0,D,Benjamin Becker,R,178,GER,34.0,40.0,1078,6-3 7-6(4),3,R128,82.0,1,1,63,44,33,12,11,0,1,3,2,78,46,34,12,10,8,10,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,11,105173,0,D,Adrian Mannarino,L,183,FRA,26.7,38.0,1113,104999,0,Q,Mischa Zverev,L,190,GER,28.0,60.0,9,6-4 6-4,3,R128,79.0,2,3,60,29,22,16,10,4,7,6,5,68,43,25,9,10,6,11,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,12,104593,0,LL,Daniel Gimeno Traver,R,185,ESP,29.6,94.0,565,105032,0,D,Samuel Groth,R,188,AUS,27.0,69.0,717,7-6(5) 7-6(6),3,R128,96.0,5,4,87,65,46,13,12,4,5,15,5,84,51,37,19,12,5,6,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,13,104273,0,Q,Edouard Roger Vasselin,R,188,FRA,31.3,36.0,375,104594,0,D,Marinko Matosevic,R,194,AUS,30.0,74.0,667,5-7 6-4 6-3,3,R128,129.0,2,2,80,51,38,17,15,3,6,4,6,107,56,34,29,16,12,17,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,14,103813,0,D,Jarkko Nieminen,L,185,FIN,33.6,70.0,693,105217,0,Q,Thiemo De Bakker,R,193,NED,26.0,125.0,446,7-6(3) 6-4,3,R128,99.0,2,3,95,57,40,17,11,11,13,4,2,74,43,27,16,11,2,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,15,105902,0,Q,James Duckworth,R,183,AUS,23.1,106.0,533,106233,0,D,Dominic Thiem,R,188,AUT,22.0,46.0,932,7-6(5) 6-1,3,R128,67.0,7,0,59,46,38,9,10,0,0,4,3,49,24,17,16,9,1,3,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,16,105992,0,WC,Ryan Harrison,R,183,USA,22.8,110.0,499,103888,0,D,Mardy Fish,R,188,USA,33.0,0.0,0,6-4 4-6 7-6(3),3,R128,156.0,1,7,114,71,51,19,16,12,15,9,9,94,46,34,24,16,0,3,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,17,104620,0,D,Simone Bolelli,R,183,ITA,29.4,49.0,919,105064,0,D,Thomaz Bellucci,L,188,BRA,27.0,85.0,601,6-2 6-7(3) 6-4,3,R128,149.0,3,0,95,64,46,20,15,6,6,6,6,109,59,42,26,15,7,10,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,18,105238,0,D,Alexandr Dolgopolov,R,180,UKR,26.3,41.0,1075,104433,0,Q,Frank Dancevic,R,185,CAN,30.0,166.0,306,6-2 7-5,3,R128,69.0,7,0,55,33,26,16,10,1,1,5,0,60,32,23,13,10,2,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,19,104979,0,D,Andrey Golubev,R,185,KAZ,27.6,92.0,576,104460,0,D,Dustin Brown,R,196,GER,30.0,102.0,553,6-7(4) 6-3 7-6(3),3,R128,146.0,16,5,128,82,54,25,17,10,12,13,7,111,66,49,22,16,10,13,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,20,106401,0,D,Nick Kyrgios,R,188,AUS,19.9,37.0,1135,106045,0,WC,Denis Kudla,R,180,USA,23.0,131.0,431,6-4 7-5,3,R128,68.0,11,0,60,37,32,14,11,1,1,1,1,57,37,25,13,11,1,3,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,21,104291,0,D,Malek Jaziri,R,185,TUN,31.1,88.0,590,105147,0,D,Tatsuma Ito,R,180,JPN,27.0,87.0,593,7-5 6-1,3,R128,89.0,4,1,53,30,26,13,10,1,2,3,2,72,40,22,14,9,5,9,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,22,103582,0,Q,Michael Berrer,L,193,GER,34.7,36.0,317,103607,0,D,Victor Estrella,R,173,DOM,35.0,57.0,855,6-3 5-7 6-4,3,R128,109.0,7,3,88,59,45,19,16,4,6,3,1,88,60,42,14,15,2,5,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,23,105385,0,D,Donald Young,L,183,USA,25.6,47.0,929,105807,0,D,Pablo Carreno Busta,R,188,ESP,24.0,55.0,866,6-3 6-4,3,R128,90.0,2,3,79,41,28,21,10,5,6,2,4,61,37,23,11,9,4,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,24,104997,0,D,Igor Sijsling,R,190,NED,27.6,134.0,411,105936,0,Q,Filip Krajinovic,R,185,SRB,23.0,103.0,551,6-4 3-6 6-2,3,R128,118.0,9,2,108,65,35,26,13,13,16,8,5,97,55,35,20,14,8,13,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,25,104898,0,D,Robin Haase,R,190,NED,27.9,104.0,545,106109,0,Q,Alex Bolt,L,188,AUS,22.0,164.0,308,6-4 6-2,3,R128,67.0,5,1,56,32,25,14,9,4,4,3,4,59,39,25,10,9,4,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,26,105373,0,D,Martin Klizan,L,190,SVK,25.7,42.0,1060,104665,0,D,Pablo Andujar,R,180,ESP,29.0,66.0,760,7-6(4) 6-3,3,R128,94.0,6,7,75,43,32,18,11,2,3,4,0,66,40,28,13,10,2,4,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,27,105449,0,D,Steve Johnson,R,188,USA,25.2,44.0,971,104719,0,D,Marcel Granollers,R,190,ESP,29.0,53.0,895,6-2 6-3,3,R128,69.0,6,1,54,30,26,15,9,3,3,2,3,53,34,21,10,8,4,7,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,28,104660,0,D,Sergiy Stakhovsky,R,193,UKR,29.2,50.0,919,105023,0,D,Sam Querrey,R,198,USA,27.0,43.0,1055,2-6 6-4 6-2,3,R128,87.0,4,0,70,35,22,23,13,2,5,17,4,78,47,38,14,13,4,8,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,29,104797,0,D,Denis Istomin,R,188,UZB,28.5,65.0,770,105572,0,WC,Austin Krajicek,L,188,USA,25.0,141.0,389,7-6(5) 6-4,3,R128,95.0,10,1,63,40,31,19,11,3,3,5,3,82,40,27,25,11,4,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,30,106058,0,D,Jack Sock,R,185,USA,22.5,58.0,851,104229,0,D,Yen Hsun Lu,R,180,TPE,32.0,59.0,820,6-7(4) 6-2 7-5,3,R128,122.0,13,7,87,48,42,20,16,1,4,4,5,97,50,34,26,16,5,11,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,31,103812,0,Q,Victor Hanescu,R,198,ROU,33.6,36.0,375,104022,0,D,Mikhail Youzhny,R,183,RUS,33.0,64.0,770,6-3 6-4,3,R128,71.0,10,0,51,34,29,12,10,1,1,3,3,58,35,24,11,9,2,4,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,32,106043,0,D,Diego Sebastian Schwartzman,R,188,ARG,22.6,63.0,780,105668,0,D,Jerzy Janowicz,R,203,POL,24.0,51.0,905,6-4 3-6 7-6(3),3,R128,136.0,5,5,104,50,35,30,16,4,8,11,9,103,59,40,24,15,5,8,3,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,33,104925,1,D,Novak Djokovic,R,188,SRB,27.8,1.0,13205,104571,0,D,Marcos Baghdatis,R,183,CYP,30.0,61.0,788,6-1 6-3,3,R64,60.0,6,1,39,29,24,8,8,0,0,3,3,51,31,22,4,8,1,5,2,March,3
2015-404,Indian Wells Masters,Hard,96,M,2015-03-12,34,105077,0,D,Albert Ramos,L,188,ESP,27.1,68.0,730,103898,25,D,Julien Benneteau,R,185,FRA,33.0,28.0,1335,6-2 6-3,3,R64,47.0,13,1,39,27,22,7,8,0,1,6,4,46,27,15,6,9,2,7,2,March,3
